user_id	news_id	visit_time
9	308404	2019/3/27 09:48:08
9	308556	2019/3/27 09:47:45
9	308560	2019/3/27 09:47:23
9	308808	2019/3/28 11:29:42
10	299607	2019/3/4 15:38:30
10	300573	2019/3/13 15:06:48
10	300670	2019/3/11 16:24:49
10	300700	2019/3/13 14:59:47
10	302339	2019/3/13 15:01:50
10	302378	2019/3/13 15:03:15
10	306776	2019/3/13 15:03:48
11	299703	2019/3/8 08:44:50
11	299734	2019/3/18 09:15:31
11	299742	2019/3/8 08:46:15
11	299743	2019/3/8 08:47:08
11	299788	2019/3/8 08:47:02
11	299827	2019/3/8 08:35:48
11	300074	2019/3/8 08:44:41
11	300078	2019/3/8 08:49:12
11	300094	2019/3/18 09:13:16
11	300684	2019/3/18 09:12:28
11	306755	2019/3/18 11:41:17
11	306876	2019/3/18 09:14:52
11	307157	2019/3/18 09:14:03
11	307166	2019/3/18 09:11:47
11	307316	2019/3/18 11:40:06
11	307707	2019/3/20 17:59:51
11	307710	2019/3/20 18:00:11
11	307761	2019/3/20 17:59:58
11	307818	2019/3/25 14:32:08
11	308266	2019/3/25 14:32:37
11	308269	2019/3/25 14:31:33
12	299734	2019/3/7 10:54:08
12	299749	2019/3/8 15:55:30
12	300078	2019/3/8 15:55:26
12	307465	2019/3/19 17:11:57
12	307633	2019/3/19 17:12:16
12	307775	2019/3/27 17:02:47
12	308747	2019/3/27 17:02:28
13	299605	2019/3/5 08:38:26
13	299607	2019/3/5 08:38:54
13	299703	2019/3/6 20:03:51
13	299734	2019/3/5 16:01:03
13	299783	2019/3/6 20:02:26
13	299929	2019/3/8 08:30:50
13	299973	2019/3/8 08:31:51
13	300074	2019/3/8 08:33:35
13	300078	2019/3/8 08:32:59
13	300633	2019/3/11 13:42:04
14	299605	2019/3/5 08:37:34
14	299607	2019/3/5 08:37:32
14	299654	2019/3/5 08:39:46
14	299703	2019/3/5 14:21:47
14	299734	2019/3/6 20:19:52
14	299743	2019/3/6 20:22:54
14	299783	2019/3/6 20:17:45
14	299820	2019/3/6 20:21:25
14	299827	2019/3/6 20:21:22
14	299929	2019/3/8 08:22:54
14	299973	2019/3/8 08:24:04
14	300074	2019/3/8 10:04:17
14	300078	2019/3/8 10:05:24
14	300573	2019/3/9 18:49:45
14	300609	2019/3/9 18:50:59
14	307277	2019/3/18 13:55:26
14	307316	2019/3/18 13:55:25
14	307357	2019/3/18 13:55:30
14	307685	2019/3/20 08:10:32
14	307775	2019/3/20 17:52:18
14	307861	2019/3/21 14:05:06
14	307877	2019/3/21 14:07:58
14	308343	2019/3/25 13:00:16
14	308345	2019/3/25 13:01:53
14	308398	2019/3/25 14:09:03
14	308477	2019/3/25 18:14:43
14	308587	2019/3/26 13:25:48
15	297822	2019/3/20 11:33:26
15	298707	2019/3/20 16:31:03
15	299044	2019/3/1 08:32:11
15	299351	2019/3/1 08:30:43
15	299443	2019/3/1 08:31:45
15	299605	2019/3/5 13:37:27
15	299607	2019/3/5 13:36:46
15	299654	2019/3/5 13:38:05
15	299685	2019/3/5 13:38:20
15	299703	2019/3/6 09:35:53
15	299734	2019/3/6 09:28:40
15	299783	2019/3/6 09:36:41
15	299929	2019/3/8 08:31:34
15	299973	2019/3/8 08:30:43
15	300074	2019/3/8 08:30:15
15	300078	2019/3/8 08:29:57
15	300573	2019/3/11 09:14:18
15	300633	2019/3/11 09:14:09
15	300700	2019/3/12 08:15:03
15	302336	2019/3/12 08:18:22
15	302339	2019/3/12 08:18:05
15	302378	2019/3/12 18:25:48
15	306755	2019/3/13 14:57:37
15	306776	2019/3/13 14:57:00
15	306915	2019/3/21 11:06:47
15	307166	2019/3/19 12:44:51
15	307170	2019/3/24 15:03:58
15	307375	2019/3/19 12:44:03
15	307465	2019/3/24 15:52:46
15	307517	2019/3/19 12:43:21
15	307633	2019/3/20 12:45:57
15	307654	2019/3/20 12:47:30
15	307657	2019/3/20 12:46:50
15	307675	2019/3/20 19:50:27
15	307685	2019/3/20 12:45:34
15	307775	2019/3/20 23:27:25
15	307818	2019/3/24 14:47:12
15	307861	2019/3/24 15:02:47
15	308236	2019/3/24 15:02:51
15	308266	2019/3/24 15:44:24
15	308269	2019/3/24 14:47:03
15	308343	2019/3/26 17:17:00
15	308392	2019/3/26 17:03:15
15	308399	2019/3/26 17:17:20
15	308415	2019/3/27 14:19:41
15	308550	2019/3/26 17:15:18
15	308553	2019/3/26 17:04:00
15	308693	2019/3/27 15:05:18
15	308702	2019/3/27 15:03:20
15	308747	2019/3/28 08:34:08
15	308818	2019/3/29 10:36:49
15	308892	2019/3/29 11:28:15
16	297574	2019/3/27 18:25:48
16	298501	2019/3/11 08:26:04
16	298642	2019/3/19 09:45:58
16	298805	2019/3/14 11:24:54
16	299441	2019/3/6 17:00:15
16	299605	2019/3/6 16:59:16
16	299734	2019/3/6 16:56:17
16	300633	2019/3/11 08:25:21
16	300662	2019/3/11 14:45:07
16	302339	2019/3/12 08:23:47
16	306776	2019/3/13 11:30:10
16	306791	2019/3/13 13:37:47
16	306915	2019/3/15 08:47:38
16	307170	2019/3/17 19:29:19
16	307414	2019/3/18 16:36:17
16	307818	2019/3/26 11:29:25
16	307883	2019/3/25 08:01:26
16	308392	2019/3/27 18:24:30
16	308553	2019/3/27 18:24:02
16	308702	2019/3/27 18:23:53
16	308747	2019/3/27 18:22:48
16	308788	2019/3/29 17:10:04
16	308895	2019/3/30 14:35:45
18	297220	2019/3/3 21:40:40
18	297351	2019/3/20 16:38:17
18	297443	2019/3/3 21:47:10
18	297523	2019/3/20 16:38:02
18	297546	2019/3/4 14:28:41
18	297588	2019/3/4 00:57:06
18	297589	2019/3/4 00:57:19
18	298005	2019/3/3 21:48:39
18	298048	2019/3/4 14:28:11
18	298110	2019/3/4 23:36:20
18	298224	2019/3/20 16:37:26
18	298232	2019/3/3 22:36:12
18	298374	2019/3/3 23:43:08
18	298412	2019/3/4 23:35:06
18	298500	2019/3/20 16:37:04
18	298579	2019/3/4 22:09:08
18	298662	2019/3/4 22:09:02
18	298774	2019/3/3 21:02:53
18	298794	2019/3/5 10:24:28
18	298828	2019/3/3 21:06:26
18	298917	2019/3/3 21:02:20
18	299351	2019/3/1 17:41:21
18	306057	2019/3/20 16:36:37
18	306821	2019/3/20 16:36:26
18	307639	2019/3/20 16:36:17
19	297574	2019/3/28 21:54:51
19	299607	2019/3/5 09:57:00
19	299973	2019/3/8 12:58:04
19	300074	2019/3/8 12:57:22
19	300685	2019/3/13 18:03:49
19	307316	2019/3/19 07:09:29
19	307818	2019/3/21 19:24:54
19	308392	2019/3/26 11:54:03
19	308415	2019/3/26 11:54:19
19	308788	2019/3/28 21:55:17
19	308897	2019/3/29 16:26:44
20	299605	2019/3/4 18:35:26
20	299607	2019/3/4 18:35:19
20	299703	2019/3/5 20:21:23
20	299734	2019/3/5 20:21:58
20	299742	2019/3/8 09:19:21
20	299783	2019/3/6 16:57:07
20	299929	2019/3/8 09:00:42
20	299973	2019/3/8 08:59:50
20	300074	2019/3/8 08:51:46
20	300078	2019/3/8 08:52:26
20	300573	2019/3/10 11:57:40
20	300579	2019/3/14 11:19:47
20	300624	2019/3/11 09:40:41
20	300633	2019/3/11 08:29:05
20	300662	2019/3/11 09:39:26
20	300670	2019/3/11 11:02:05
20	300684	2019/3/12 17:16:41
20	300687	2019/3/14 11:08:38
20	300688	2019/3/13 17:31:51
20	300700	2019/3/11 17:28:48
20	302339	2019/3/12 08:16:45
20	302378	2019/3/12 17:15:52
20	306057	2019/3/14 09:12:55
20	306821	2019/3/14 11:17:59
20	306876	2019/3/15 08:55:43
20	306915	2019/3/15 08:43:09
20	306921	2019/3/15 08:55:05
20	307159	2019/3/17 20:36:43
20	307160	2019/3/18 16:23:32
20	307166	2019/3/18 11:14:41
20	307168	2019/3/18 16:23:07
20	307170	2019/3/17 20:33:58
20	307277	2019/3/18 11:14:14
20	307316	2019/3/18 11:25:02
20	307355	2019/3/26 20:53:20
20	307375	2019/3/18 16:22:28
20	307414	2019/3/18 16:23:50
20	307445	2019/3/18 16:39:13
20	307685	2019/3/25 09:18:15
20	307709	2019/3/25 09:18:45
20	307818	2019/3/25 09:16:57
20	307861	2019/3/25 09:17:55
20	308236	2019/3/25 09:17:40
20	308343	2019/3/25 14:50:23
20	308392	2019/3/25 14:50:46
20	308398	2019/3/26 16:36:03
20	308415	2019/3/25 14:52:06
20	308478	2019/3/26 16:35:38
20	308550	2019/3/26 11:25:29
20	308553	2019/3/26 11:26:24
20	308557	2019/3/26 16:35:03
20	308560	2019/3/26 11:26:55
20	308598	2019/3/27 10:09:38
20	308702	2019/3/28 09:59:39
20	308747	2019/3/28 09:59:02
20	308815	2019/3/29 08:58:04
20	308818	2019/3/29 08:44:53
21	299441	2019/3/1 13:34:24
21	299443	2019/3/1 13:33:43
21	299444	2019/3/1 13:34:06
21	299565	2019/3/4 08:51:46
21	299605	2019/3/4 08:51:21
21	299607	2019/3/4 08:49:48
21	299647	2019/3/6 13:55:58
21	299703	2019/3/6 13:54:39
21	299749	2019/3/6 16:26:41
21	299783	2019/3/6 13:52:45
21	299793	2019/3/6 16:26:32
21	299820	2019/3/8 10:09:06
21	299929	2019/3/8 09:54:41
21	299973	2019/3/8 09:53:13
21	300074	2019/3/8 09:56:17
21	300078	2019/3/8 09:56:00
21	300095	2019/3/8 10:09:19
21	300633	2019/3/11 08:25:07
21	300682	2019/3/11 16:21:49
21	300684	2019/3/18 09:46:12
21	300685	2019/3/12 17:53:48
21	300700	2019/3/11 16:21:08
21	302336	2019/3/18 09:45:46
21	302339	2019/3/12 07:55:37
21	302378	2019/3/13 15:52:11
21	306738	2019/3/13 15:52:48
21	306755	2019/3/18 09:45:09
21	306756	2019/3/18 09:45:35
21	306776	2019/3/13 15:51:17
21	306791	2019/3/18 09:47:16
21	306821	2019/3/18 09:46:41
21	306876	2019/3/18 09:47:05
21	306915	2019/3/15 10:46:23
21	306921	2019/3/15 10:47:08
21	307157	2019/3/18 11:37:49
21	307158	2019/3/18 13:44:59
21	307159	2019/3/18 09:46:23
21	307160	2019/3/18 09:27:10
21	307166	2019/3/18 09:22:24
21	307168	2019/3/18 09:24:19
21	307170	2019/3/18 14:22:13
21	307179	2019/3/18 09:26:29
21	307277	2019/3/18 09:21:33
21	307316	2019/3/18 11:38:12
21	307355	2019/3/18 14:21:33
21	307356	2019/3/18 14:22:45
21	307357	2019/3/18 14:22:26
21	307358	2019/3/18 14:23:12
21	307517	2019/3/19 11:29:11
21	307531	2019/3/20 07:58:50
21	307579	2019/3/20 16:00:01
21	307633	2019/3/20 07:58:14
21	307639	2019/3/20 15:05:39
21	307657	2019/3/20 07:59:14
21	307675	2019/3/20 15:06:04
21	307685	2019/3/20 08:01:05
21	307709	2019/3/20 15:06:51
21	307710	2019/3/20 15:06:30
21	307711	2019/3/20 16:00:08
21	307764	2019/3/21 13:40:29
21	307774	2019/3/21 13:39:27
21	307775	2019/3/20 17:16:34
21	307818	2019/3/22 08:44:27
21	307861	2019/3/21 13:39:51
21	307883	2019/3/22 08:46:12
21	308235	2019/3/27 17:27:10
21	308236	2019/3/22 15:00:48
21	308343	2019/3/25 10:54:09
21	308345	2019/3/25 10:51:53
21	308392	2019/3/26 14:10:12
21	308399	2019/3/25 10:53:36
21	308550	2019/3/26 14:09:44
21	308553	2019/3/26 13:34:05
21	308560	2019/3/26 14:11:17
21	308587	2019/3/27 09:38:00
21	308693	2019/3/27 17:26:33
21	308698	2019/3/27 17:27:41
21	308700	2019/3/27 17:26:57
21	308702	2019/3/27 17:25:54
21	308704	2019/3/27 17:26:10
21	308747	2019/3/27 17:25:08
21	308787	2019/3/28 15:26:23
21	308788	2019/3/29 14:44:51
21	308792	2019/3/29 14:37:17
21	308793	2019/3/29 08:22:28
21	308815	2019/3/29 14:37:23
21	308818	2019/3/29 08:18:49
21	308892	2019/3/29 14:35:20
21	308895	2019/3/29 14:24:58
21	308897	2019/3/29 14:34:57
22	299441	2019/3/1 16:20:18
22	299443	2019/3/4 09:21:26
22	299444	2019/3/1 16:23:40
22	299565	2019/3/4 09:19:33
22	299605	2019/3/4 09:17:27
22	299607	2019/3/4 09:10:36
22	299647	2019/3/9 10:13:04
22	299654	2019/3/6 09:23:34
22	299686	2019/3/9 10:15:02
22	299703	2019/3/6 09:21:22
22	299734	2019/3/6 09:20:19
22	299742	2019/3/9 10:18:53
22	299783	2019/3/6 09:16:27
22	299820	2019/3/9 10:17:00
22	299929	2019/3/9 10:10:58
22	299973	2019/3/9 10:08:31
22	300074	2019/3/9 10:04:05
22	300078	2019/3/9 10:06:40
22	300573	2019/3/9 09:59:40
22	300633	2019/3/12 09:50:44
22	300662	2019/3/12 09:46:26
22	300670	2019/3/12 09:49:53
22	300684	2019/3/12 10:04:20
22	300685	2019/3/12 09:53:28
22	300687	2019/3/12 09:54:47
22	300689	2019/3/12 09:59:11
22	300700	2019/3/12 09:44:03
22	302336	2019/3/12 10:02:00
22	302339	2019/3/12 09:42:11
22	302378	2019/3/15 09:21:57
22	306738	2019/3/15 09:27:45
22	306753	2019/3/15 09:31:29
22	306776	2019/3/15 09:19:27
22	306915	2019/3/15 09:14:28
22	306921	2019/3/15 09:17:02
22	307158	2019/3/17 14:39:55
22	307166	2019/3/20 09:32:41
22	307170	2019/3/17 14:35:16
22	307179	2019/3/17 14:42:21
22	307316	2019/3/20 09:27:37
22	307375	2019/3/20 09:34:20
22	307517	2019/3/20 09:18:50
22	307528	2019/3/20 09:24:38
22	307531	2019/3/20 09:19:38
22	307633	2019/3/20 09:13:15
22	307654	2019/3/20 09:18:02
22	307657	2019/3/20 09:16:12
22	307675	2019/3/20 09:11:06
22	307685	2019/3/20 09:08:09
22	307710	2019/3/20 09:20:52
22	307762	2019/3/22 09:24:00
22	307774	2019/3/22 09:25:37
22	307775	2019/3/22 09:09:51
22	307818	2019/3/22 09:06:25
22	307861	2019/3/22 09:08:25
22	307883	2019/3/27 10:21:08
22	308236	2019/3/23 09:44:06
22	308269	2019/3/23 09:42:12
22	308343	2019/3/27 10:04:55
22	308345	2019/3/27 10:14:08
22	308392	2019/3/27 10:08:02
22	308399	2019/3/27 10:22:53
22	308415	2019/3/27 10:12:50
22	308550	2019/3/27 09:59:44
22	308553	2019/3/27 10:03:18
22	308558	2019/3/27 10:18:25
22	308587	2019/3/27 10:16:23
22	308702	2019/3/29 09:36:01
22	308704	2019/3/29 09:50:19
22	308747	2019/3/29 09:32:25
22	308788	2019/3/29 09:39:59
22	308792	2019/3/29 09:42:14
22	308793	2019/3/29 09:48:14
22	308818	2019/3/29 09:29:44
23	299703	2019/3/7 11:12:23
23	299734	2019/3/7 11:11:10
23	299783	2019/3/7 11:10:03
23	299929	2019/3/8 14:55:14
23	300074	2019/3/8 14:53:30
23	300573	2019/3/8 18:57:36
23	300579	2019/3/8 19:02:50
23	300609	2019/3/8 19:02:06
23	300624	2019/3/8 20:18:44
23	300633	2019/3/12 07:57:40
23	300662	2019/3/12 07:56:47
23	300682	2019/3/12 07:59:07
23	300683	2019/3/12 08:01:10
23	302339	2019/3/12 07:58:34
23	306057	2019/3/13 08:29:27
23	307170	2019/3/16 08:48:32
23	307633	2019/3/19 18:21:28
23	307685	2019/3/19 20:59:28
23	308392	2019/3/27 07:34:34
23	308550	2019/3/27 07:33:33
23	308892	2019/3/30 07:47:07
23	308897	2019/3/30 07:47:47
24	299703	2019/3/5 18:27:34
24	299734	2019/3/5 18:26:31
24	300633	2019/3/14 08:46:05
24	302378	2019/3/14 08:45:40
24	306776	2019/3/14 08:38:07
24	306915	2019/3/15 08:52:30
24	307170	2019/3/17 17:52:35
24	307316	2019/3/18 18:39:42
24	307818	2019/3/22 08:14:52
24	308343	2019/3/26 11:46:22
24	308550	2019/3/26 11:41:07
24	308553	2019/3/26 11:44:00
24	308892	2019/3/31 15:52:31
25	299703	2019/3/5 14:24:40
25	299734	2019/3/5 16:11:54
25	299788	2019/3/6 10:30:38
25	299793	2019/3/6 10:43:36
25	300573	2019/3/11 11:40:49
25	300681	2019/3/11 11:29:51
25	300682	2019/3/11 11:26:43
25	300683	2019/3/11 11:29:29
25	300684	2019/3/11 11:26:28
25	300700	2019/3/11 15:33:55
25	306755	2019/3/15 14:42:12
25	307179	2019/3/15 17:43:37
25	307358	2019/3/18 17:03:15
25	307445	2019/3/18 17:03:24
25	307465	2019/3/18 17:03:44
25	307528	2019/3/19 15:25:55
25	307530	2019/3/19 13:02:20
25	307534	2019/3/19 13:01:59
25	307707	2019/3/20 14:59:35
25	308343	2019/3/25 09:56:20
25	308477	2019/3/26 14:07:04
26	297237	2019/3/18 11:29:17
26	297238	2019/3/18 11:29:23
26	299647	2019/3/11 08:12:35
26	299686	2019/3/11 08:14:33
26	300633	2019/3/11 08:12:31
26	300685	2019/3/12 08:07:10
26	300687	2019/3/12 08:07:36
26	300700	2019/3/12 08:05:42
26	302336	2019/3/18 11:41:55
26	302339	2019/3/12 08:04:46
26	307160	2019/3/18 10:38:25
26	307168	2019/3/18 10:38:15
26	307277	2019/3/18 10:37:43
26	307316	2019/3/18 10:37:46
26	307774	2019/3/22 12:58:35
26	307775	2019/3/21 14:14:36
26	307818	2019/3/22 12:58:59
26	307861	2019/3/21 14:14:33
26	308236	2019/3/25 15:27:05
26	308267	2019/3/25 15:28:48
26	308343	2019/3/25 15:25:31
26	308345	2019/3/25 15:25:43
26	308392	2019/3/25 15:25:36
26	308787	2019/3/28 15:39:03
